date,year,doy,dyear,footprint,sat,npx,npx_frac,ndvi_mean,ndvi_stdv,evi_mean,evi_stdv,grvi_mean,grvi_stdv,rsr_mean,rsr_stdv,ndii_mean,ndii_stdv,nbr_mean,nbr_stdv,kttc_grn_mean,kttc_grn_stdv,kttc_wet_mean,kttc_wet_stdv,site_name
20090912,2009,255,2009.6986301369864,P60R17,LT05,369,1.0,0.3629306215501736,0.03391792862453775,0.13913245276104105,0.01807067666230563,-0.023903735460458358,0.04092173375202985,0.19215223898905928,0.015039901694086873,0.08972471936985799,0.05124027190140524,0.3053126707106815,0.06136430567192165,0.033445650200425295,0.00591902319468135,-0.055531598827795056,0.01162251731774069,SILVER
20090912,2009,255,2009.6986301369864,P60R17,LT05,215,1.0,0.4767825513317706,0.06383818206203813,0.22941965233248304,0.021430071047350053,0.012151031284087774,0.04725806976181005,0.2573359700195242,0.04086828364188901,0.23076993557409525,0.08989040033549882,0.4314454013477543,0.12111314073477912,0.06150216820255493,0.008143651797985995,-0.05264362326927207,0.028101484940158333,SULPHUR
20090918,2009,261,2009.7150684931507,P62R17,LE07,173,0.4688346883468834,0.3627803958757392,0.043182172074466056,0.10990595717616017,0.01611693120825294,-0.024268352586828336,0.0540233713041652,1.4702892026846173,0.14798970750068566,0.039270425416646416,0.06167907848516736,0.2545386255433687,0.06972941766201488,0.024832242544007472,0.0045250563196909295,-0.052078282015053434,0.01378026342966193,SILVER
20090918,2009,261,2009.7150684931507,P62R17,LE07,28,0.1407035175879397,0.5463516725788162,0.0600249050548937,0.19605661664011084,0.029260597722736693,0.022909757640279086,0.07202566974524978,2.3848607103568304,0.4440495893437769,0.30614699170735404,0.10359734786831556,0.5444868751176372,0.09350783506556452,0.059000316120793886,0.009561847481996712,-0.0286350036860031,0.015788285471787167,KLOO
20090918,2009,261,2009.7150684931507,P62R17,LE07,214,0.9907407407407408,0.5395351300049989,0.04504466397377562,0.18280598125038086,0.01771763745334732,0.037738433689059575,0.06762799321266404,2.312482360405163,0.2979293583289149,0.2811985164827571,0.08467924351687825,0.5101827268523981,0.08672589541559036,0.05201315091988546,0.005125160500274332,-0.029559715537071724,0.013382974050006094,SULPHUR
20090918,2009,261,2009.7150684931507,P62R17,LE07,129,0.35342465753424657,0.6012893032843918,0.03779564666180835,0.2141033703028085,0.01637126555946728,0.06380484059498491,0.06960166772444519,2.773574655476452,0.31933664133984496,0.40028990525721264,0.07259481428428477,0.6447029945452355,0.07793495708143283,0.06411118914667596,0.004744734345561177,-0.01567293386432889,0.010688104255286551,CHITTY
20090919,2009,262,2009.7178082191776,P61R17,LT05,365,0.9891598915989159,0.4501978534146592,0.039578757626082435,0.2329671714375674,0.020785996317597068,0.05268473650757294,0.036069661596798766,0.29735767908772903,0.029827358330697794,0.31784805779960346,0.07795088238378471,0.5286883905532009,0.09177662625164294,0.06424952002002976,0.007994274599621685,-0.02919358702894606,0.017394203576483226,CHITTY
20100719,2010,200,2010.5479452054794,P62R17,LE07,346,0.9376693766937668,0.6774358673568384,0.030402943236945368,0.27374387452718785,0.02295384264236657,0.09247480393176402,0.05199689930438632,4.997511473127855,0.5775887242017715,0.16916696927709785,0.028073396483782855,0.43503133938028304,0.038189989900901854,0.08546253943588282,0.008862699315539483,-0.07030382067946454,0.006944437251333049,SILVER
20100719,2010,200,2010.5479452054794,P62R17,LE07,31,0.14351851851851852,0.6399809474292043,0.03951272089569803,0.16445864956748435,0.02147578673648738,0.059949136277550136,0.07010555803370007,4.507429519428838,0.586559521003517,0.2662298031627441,0.024944118517062474,0.5019988399348501,0.05608699236543647,0.051365829682239926,0.007576940479910902,-0.029879469902308126,0.006075321575509682,SULPHUR
20100719,2010,200,2010.5479452054794,P62R17,LE07,136,0.3726027397260274,0.42230790195272105,0.07559832006277675,0.20666062199794288,0.035010047965411566,-0.00703810468046555,0.03112088077688688,2.3857974299440463,0.5382101665548107,0.11566015728772182,0.04079917299710135,0.19712583623423785,0.08136267031623994,0.05454162413368585,0.014732397857550076,-0.09641630889995703,0.021148796349025518,CHITTY
20100719,2010,200,2010.5479452054794,P62R17,LE07,199,1.0,0.6744986199805092,0.051689751149302327,0.18781087280786693,0.035043501083053666,0.06242513899412803,0.0878985963445322,5.1779743349293215,1.132116439061818,0.2732453692827827,0.07321633444903727,0.5347063159294628,0.07894460998356083,0.05990823563810226,0.013108916012071623,-0.0331652172860629,0.012213506622899129,KLOO
20100728,2010,209,2010.5726027397257,P61R17,LE07,171,0.4634146341463415,0.5340090085866942,0.024138340490344103,0.3162232294756825,0.02186795428558455,0.10738089607483037,0.032867091606885494,3.185604105110932,0.2187051597699362,0.3216946015357776,0.045509496751349805,0.5785441268934274,0.04903352564431182,0.08148932205691624,0.005744920055041842,-0.0320574022928453,0.010648227607356365,CHITTY
20100728,2010,209,2010.5726027397257,P61R17,LE07,270,0.7317073170731707,0.5927859696246597,0.033205884473523545,0.3170074632759695,0.03746361259334622,0.11663249451670465,0.04162787440950946,3.7599121836681215,0.40720393000893307,0.17934024544283414,0.041151854250626216,0.44876855656264736,0.04843810419483677,0.08481862414174134,0.012307974552968443,-0.07133051283220154,0.015336996043994638,SILVER
20100728,2010,209,2010.5726027397257,P61R17,LE07,215,1.0,0.596406962068944,0.02672675277050638,0.30110743033636755,0.02634106235511476,0.0974729961959398,0.038268341844505234,3.8231349308994975,0.3197849423027356,0.2602364588838065,0.050627480985648086,0.5100732622512408,0.047846212359012916,0.08599841937992712,0.009320791903647912,-0.05129860681385141,0.013673038674756815,SULPHUR
20100729,2010,210,2010.5753424657528,P60R18,LT05,369,1.0,0.6148892035698781,0.03508183987986052,0.3028556765843816,0.02506081839566295,0.0493636067629878,0.03689026790502632,4.03715724187719,0.4300786758031184,0.1541990574474125,0.02665551816588696,0.3997561456036047,0.03608764339564571,0.08889663569427056,0.009539658318977212,-0.08270890027332667,0.008611967883926552,SILVER
20100729,2010,210,2010.5753424657528,P60R17,LT05,203,1.0,0.6151887605351892,0.037948684273735565,0.3065177776314817,0.05757619693814805,0.042986372362634896,0.03784183830494182,4.042578286865144,0.5170883905009276,0.24097461351364924,0.060084959120565364,0.4849388058500377,0.06687260813306775,0.0939067918130546,0.022580039424981817,-0.061796377127764125,0.022474576662708586,KLOO
